Common Name,Scientific Name,Asmt Year,Stock Assessment Area,Stock Status Area,Council,Council Abbv,FMP,Assessment Model,Assessment Model Type,Science Center Region,Rebuilding Program Status,SI.stock.boundaries,SI.data.prep,SI.model,SI.sci.advice,SI.other,NOAA.Region.Name,NMFS.Name,Ave.Metric.Tons_Commercial,Ave.Metric.Tons_Recreational,Ave.Dollars.Adj_Commercial,Ecological,Schooling,Max Length.m,Transboundary
Multispecies Complex,Bering Sea / Aleutian Islands Shark Complex,2016,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Index Method,2,Alaska,0,0,0,0,0,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Bering Sea / Aleutian Islands Skate Complex,2007,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Area-Swept Biomass,2,Alaska,0,0,1,0,1,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Gulf of Alaska Other Deepwater Flatfish Complex,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Average Catch,1,Alaska,0,1,1,0,1,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Gulf of Alaska Other Rockfish Complex,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Survey Abundance,2,Alaska,0,1,0,0,1,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Gulf of Alaska Other Shallow Water Flatfish Complex,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Index Method,2,Alaska,0,1,0,0,1,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Gulf of Alaska Sculpin Complex,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Index Method,2,Alaska,0,0,0,0,0,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Gulf of Alaska Shallow Water Flatfish Complex,2018,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,SS,4,Alaska,0,1,0,0,1,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Gulf of Alaska Shark Complex,2020,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Index Method,2,Alaska,0,0,0,0,0,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Gulf of Alaska Skate Complex,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Survey Abundance,2,Alaska,0,0,1,0,0,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Gulf of Alaska Squid Complex,2016,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Historical Average Catch,1,Alaska,0,0,0,0,0,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Thornyhead rockfish complex,2022,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Index Method,2,Alaska,0,0,0,1,0,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,American Samoa Bottomfish Multi-species Complex,2019,American Samoa,American Samoa,Western Pacific Fisheries Management Council,WPFMC,American Samoa Archipelago Ecosystem,JABBA,2,Pacific Islands,0,0,1,0,0,0,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,CNMI Bottomfish Multi-species Complex,2019,Mariana Archipelago,Mariana Archipelago,Western Pacific Fisheries Management Council,WPFMC,Mariana Archipelago Ecosystem,GTG LBSPR,4,Pacific Islands,0,0,1,0,0,0,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Guam Bottomfish Multi-species Complex,2024,Guam,Guam,Western Pacific Fisheries Management Council,WPFMC,Mariana Archipelago Ecosystem,JABBA,2,Pacific Islands,1,0,1,0,0,0,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex,2024,Main Hawaiian Islands,Main Hawaiian Islands,Western Pacific Fisheries Management Council,WPFMC,Hawaii Archipelago Ecosystem,JABBA,2,Pacific Islands,0,0,1,0,0,0,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Northern Mariana Islands Bottomfish Multi-species Complex,2019,Northern Mariana Islands,Northern Mariana Islands,Western Pacific Fisheries Management Council,WPFMC,Mariana Archipelago Ecosystem,JABBA,2,Pacific Islands,0,0,0,0,0,0,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Northwestern Hawaiian Islands Bottomfish Multi-species Complex *,,,,Western Pacific Fisheries Management Council,WPFMC,Hawaii Archipelago Ecosystem,JABBA,2,Pacific Islands,0,0,0,0,0,0,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA
Mutton snapper,Lutjanus analis,2024,Southern Atlantic Coast / Gulf of Mexico,Southern Atlantic Coast / Gulf of Mexico,South Atlantic Fisheries Management Council; Gulf of Mexico Fishery Management Council,GMFMC-SAFMC,South Atlantic Snapper Grouper FMP,SS,4,"Southeast, Florida Fish and Wildlife Fish and Wildlife Research Institute (assessment lead was from this agency)",0,1,1,0,1,0,South Atlantic,"SNAPPER, MUTTON",15.2083333,293.9167,133829.203,"reef-associated, piscivorous/omnivorous",0,0.94,1
Nassau grouper,Epinephelus striatus,1992,Caribbean,Caribbean,Caribbean Fisheries Management Council,CFMC,Caribbean Reef Fish FMP,Length-frequency Analysis,1,Southeast,1,0,0,0,0,NA,South Atlantic,"GROUPER, NASSAU",NA,0,NA,"reef-associated, piscivorous/omnivorous",0,1.22,1
Nassau grouper,Epinephelus striatus,1999,Gulf of Mexico,Southern Atlantic Coast / Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,not assessed,NA,Southeast,0,NA,NA,NA,NA,NA,Gulf,"GROUPER, NASSAU",NA,NA,NA,"reef-associated, piscivorous/omnivorous",0,1.22,1
Nassau grouper,Epinephelus striatus,1999,Southern Atlantic Coast,Southern Atlantic Coast / Gulf of Mexico,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,unknown,0,Southeast,0,0,0,0,0,0,South Atlantic,"GROUPER, NASSAU",NA,0,NA,"reef-associated, piscivorous/omnivorous",0,1.22,1
North Pacific spiny dogfish,Squalus suckleyi,2022,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,ORCS,1,Alaska,0,0,0,0,0,0,Alaska,"SHARK, DOGFISH, SPINY",23.72727,NA,9913.876,"benthopelagic, piscivorous/omnivorous",0,1.4,1
North Pacific spiny dogfish,Squalus suckleyi,2022,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Random Effects Model,2,Alaska,0,0,0,0,0,0,Alaska,"SHARK, DOGFISH, SPINY",23.72727,NA,9913.876,"benthopelagic, piscivorous/omnivorous",0,1.4,1
Northern anchovy,Engraulis mordax,1995,Northern Pacific Coast,Northern Pacific Coast,Pacific Fisheries Management Council,PFMC,Coastal Pelagic Species FMP,unknown,0,Southwest,0,1,1,0,0,0,Pacific Coast,"ANCHOVY, NORTHERN",8042.45833,3.85,1453492.77,"pelagic-neritic, planktivorous",1,0.248,1
Northern anchovy,Engraulis mordax,2022,Southern Pacific Coast,Southern Pacific Coast,Pacific Fisheries Management Council,PFMC,Coastal Pelagic Species FMP,SS,4,Southwest,0,1,1,0,0,0,Pacific Coast,"ANCHOVY, NORTHERN",8042.45833,3.85,1453492.77,"pelagic-neritic, planktivorous",1,0.248,1
Northern rock sole,Lepidopsetta polyxystra,2023,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Custom SCAA,4,Alaska,0,0,0,0,0,0,Alaska,"SOLE, ROCK",37736.25,NA,21066870,"demersal/benthic, piscivorous/omnivorous",0,0.69,1
Northern rock sole,Lepidopsetta polyxystra,2023,Central Gulf of Alaska,Western / Central Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Custom SCAA,SS,4,Alaska,0,0,0,0,0,0,Alaska,"SOLE, ROCK",37736.25,NA,21066870,"demersal/benthic, piscivorous/omnivorous",0,0.69,1
Northern rock sole,Lepidopsetta polyxystra,2023,Western Gulf of Alaska,Western / Central Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,SS,4,Alaska,0,0,1,0,1,0,Alaska,"SOLE, ROCK",37736.25,NA,21066870,"demersal/benthic, piscivorous/omnivorous",0,0.69,1
Northern rockfish,Sebastes polyspinis,2023,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Custom SCAA,4,Alaska,0,0,0,0,0,0,Alaska,ROCKFISHES,12938.375,NA,9704091,"demersal/benthic, piscivorous/omnivorous",0,0.41,1
Northern rockfish,Sebastes polyspinis,2023,Western / Central Gulf of Alaska,Western / Central Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Custom SCAA,4,Alaska,0,0,1,0,1,0,Alaska,ROCKFISHES,12938.375,NA,9704091,"demersal/benthic, piscivorous/omnivorous",0,0.41,1
Northern shortfin squid,Illex illecebrosus,2022,Northwestern Atlantic Coast,Northwestern Atlantic Coast,,NEFMC-MAFMC,"Atlantic Mackerel, Squid, and Butterfish FMP",ASAP,4,Northeast,0,0,0,0,0,0,New England,"SQUID, SHORTFIN ILLEX",5689.16667,NA,7249685.9,"pelagic-neritic, planktivorous",1,0.27,1
Oblique-banded snapper,Pristipomoides zonatus,2023,American Samoa,American Samoa,Western Pacific Fisheries Management Council,WPFMC,American Samoa Archipelago Ecosystem,SS,4,Pacific Islands,0,0,0,0,0,0,Hawaii,"SNAPPER, BINGHAMS",1.30769231,NA,17451.9611,"benthopelagic, piscivorous/omnivorous",0,0.575,1
Ocean pout,Zoarces americanus,2022,Northwestern Atlantic Coast,Northwestern Atlantic Coast,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,Index Method,2,Northeast,1,0,0,0,0,0,New England,"POUT, OCEAN",1.8,1.8,1423.758,"demersal/benthic, piscivorous/omnivorous",0,1.1,1
Ocean quahog,Arctica islandica,2020,Atlantic Coast,Atlantic Coast,Mid-Atlantic Fisheries Management Council,MAFMC,Surfclams and Ocean Quahog FMP,SS,4,Northeast,0,1,1,1,0,1,Middle Atlantic,"CLAM, QUAHOG, OCEAN",7239.92308,NA,14093864.2,"demersal/benthic, planktivorous",0,0.13,1
Oceanic whitetip shark,Carcharhinus longimanus,2019,Tropical Pacific,Western and Central Pacific,Western Pacific Fisheries Management Council,WPFMC,Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,SS,4,Pacific Islands,0,0,1,0,0,0,Hawaii,"SHARKS, CHONDRICHTHYES (CLASS)",0,NA,107.4979,"pelagic-oceanic, piscivorous/omnivorous",0,4,1
Offshore hake,Merluccius albidus,2011,Northwestern Atlantic Coast,Northwestern Atlantic Coast,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,"AIM, SEINE",2,Northeast,0,1,0,0,0,1,New England,"HAKE, OFFSHORE",4.875,NA,12093.7592,bathydemersal,0,0.7,1
Olive rockfish,Sebastes serranoides,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, OLIVE",1.54166667,38.26316,9514.9933,"reef-associated, piscivorous/omnivorous",0,0.61,1
Opalescent inshore squid (California Market Squid),Loligo opalescens,2006,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Coastal Pelagic Species FMP,Egg-escapement Model,1,Southwest,0,0,1,0,0,1,Pacific Coast,"SQUID, CALIFORNIA MARKET",65043.2917,NA,56856372.5,"pelagic-oceanic, piscivorous/omnivorous",0,0.192,1
Pacific bluefin tuna,Thunnus orientalis,2022,Pacific,Pacific,,PFMC-WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,SS,4,Pacific Islands,0,1,1,1,0,0,Hawaii,"TUNA, BLUEFIN",1.666667,NA,26382.11,"pelagic-oceanic, piscivorous/omnivorous",1,3,1
Pacific chub mackerel,Scomber japonicus,2023,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Coastal Pelagic Species FMP,SS,4,Southwest,0,0,0,0,0,0,Pacific Coast,"MACKEREL, CHUB",4557.70833,183.45,1253315.02,"pelagic-neritic, planktivorous",1,0.64,1
Pacific cod,Gadus macrocephalus,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Index Method,2,Alaska,0,0,1,0,1,1,Alaska,"COD, PACIFIC",246518.042,NA,220088589,"demersal/benthic, piscivorous/omnivorous",0,1.19,1
Pacific cod,Gadus macrocephalus,2023,Aleutian Islands,Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Index Method,2,Alaska,0,1,1,1,1,1,Alaska,"COD, PACIFIC",246518.042,NA,220088589,"demersal/benthic, piscivorous/omnivorous",0,1.19,1
Pacific cod,Gadus macrocephalus,2023,Bering Sea,Bering Sea,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,SS,4,Alaska,0,0,1,0,0,1,Alaska,"COD, PACIFIC",246518.042,NA,220088589,"demersal/benthic, piscivorous/omnivorous",0,1.19,1
Pacific grenadier,Coryphaenoides acrolepis,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"GRENADIER, PACIFIC",25.8,NA,13025.882,bathydemersal,0,1.04,1
Pacific hake,Merluccius productus,2024,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,1,1,1,1,Pacific Coast,"HAKE, PACIFIC (WHITING)",199758.708,0.05263158,48539582.6,"pelagic-neritic, piscivorous/omnivorous",0,0.83,1
Pacific halibut,Hippoglossus stenolepis,2022,Pacific Coast / Alaska,Pacific Coast/ Alaska,Pacific Fisheries Management Council,PFMC,,SS,4,IPHC,0,0,,,,0,Pacific Coast,"HALIBUT, PACIFIC",552.583333,NA,5907165.55,"demersal/benthic, piscivorous/omnivorous",0,2.58,1
Pacific ocean perch,Sebastes alutus,2023,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Custom SCAA,4,Alaska,0,0,1,0,1,0,Alaska,"ROCKFISH, PACIFIC OCEAN PERCH",39147,NA,20238856.6,bathydemersal,0,0.53,1
Pacific ocean perch,Sebastes alutus,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Custom SCAA,4,Alaska,0,0,1,0,1,0,Alaska,"ROCKFISH, PACIFIC OCEAN PERCH",39147,NA,20238856.6,bathydemersal,0,0.53,1
Pacific ocean perch,Sebastes alutus,2017,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,Custom SCAA,4,Northwest,0,0,0,1,0,0,Pacific Coast,"ROCKFISH, PACIFIC OCEAN PERCH",165.208333,0,155000.684,bathydemersal,0,0.53,1
Pacific sanddab,Citharichthys sordidus,2013,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,0,0,0,0,Pacific Coast,"FLOUNDER,PACIFIC,SANDDAB",152.041667,37,226007.718,"demersal/benthic, piscivorous/omnivorous",0,0.41,1
Pacific sardine,Sardinops sagax,2024,Northern Subpopulation,Northern Subpopulation,Pacific Fisheries Management Council,PFMC,Coastal Pelagic Species FMP,SS,4,Southwest,0,0,0,0,0,0,Pacific Coast,"SARDINE, PACIFIC",48416.5833,21.75,11198351,"pelagic-neritic, planktivorous",1,0.395,1
Pacific sleeper shark,Somniosus pacificus,2022,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,ORCS,1,Alaska,0,0,0,0,0,0,Alaska,NA,NA,NA,NA,"benthopelagic, piscivorous/omnivorous",0,4.4,1
Pacific sleeper shark,Somniosus pacificus,2022,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,ORCS,1,Alaska,0,0,0,0,0,0,Alaska,NA,NA,NA,NA,"benthopelagic, piscivorous/omnivorous",0,4.4,1
Petrale sole,Eopsetta jordani,2023,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,1,1,0,0,Pacific Coast,"SOLE, PETRALE",2228.95833,4,7214756.22,"demersal/benthic, piscivorous/omnivorous",0,0.53,1
Pink rockfish,Sebastes eos,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, PINK",0,NA,1295.8339,"demersal/benthic, piscivorous/omnivorous",0,0.56,1
Pink shrimp,Farfantepenaeus duorarum,2019,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Shrimp FMP,SS,4,Southeast,0,0,1,0,0,0,Gulf,"SHRIMP, NORTHERN PINK",2534.979,NA,17300160,"demersal/benthic, piscivorous/omnivorous",0,0.269,1
Pink shrimp,Farfantepenaeus duorarum,2018,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,Shrimp FMP,Index Method,2,Southeast,0,0,0,0,0,0,South Atlantic,"SHRIMP, NORTHERN PINK",2534.979,NA,17300160,"demersal/benthic, piscivorous/omnivorous",0,0.269,1
Pollock,Pollachius virens,2022,Gulf of Maine / Georges Bank,Gulf of Maine / Georges Bank,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,ASAP,4,Northeast,0,1,0,0,0,NA,New England,POLLOCK,4891.875,810.875,11246526.1,"demersal/benthic, piscivorous/omnivorous",0,1.3,1
Porbeagle ,Lamna nasus,2021,Atlantic,Northwestern Atlantic Coast,Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna,"NOAA HMS, ICCAT",Atlantic/Gulf HMS FMP,"ICM, SAFE",1,"Southeast, ICCAT",1,1,0,0,0,0,"NOAA HMS, ICCAT","SHARK, PORBEAGLE",1.454545,NA,3175.7765,"pelagic-oceanic, piscivorous/omnivorous",0,3.5,1
Queen triggerfish,Balistes vetula,2022,Puerto Rico,Puerto Rico,Caribbean Fisheries Management Council,CFMC,Caribbean Reef Fish FMP,SS,4,Southeast,0,0,1,0,0,NA,South Atlantic,"TRIGGERFISH, QUEEN",1.5,7.190476,9686.45544,"reef-associated, piscivorous/omnivorous",0,0.6,1
Queen triggerfish,Balistes vetula,2022,St. Croix,St. Croix,Caribbean Fisheries Management Council,CFMC,Caribbean Reef Fish FMP,SS,4,Southeast,0,0,1,0,0,NA,South Atlantic,"TRIGGERFISH, QUEEN",1.5,7.190476,9686.45544,"reef-associated, piscivorous/omnivorous",0,0.6,1
Quillback rockfish,Sebastes maliger,2021,California,California,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,1,0,1,1,1,0,Pacific Coast,"ROCKFISH, QUILLBACK",4.05,12.19048,52485.8152,"demersal/benthic, piscivorous/omnivorous",0,0.61,1
Quillback rockfish,Sebastes maliger,2021,Oregon,Oregon,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,1,1,1,0,Pacific Coast,"ROCKFISH, QUILLBACK",4.05,12.19048,52485.8152,"demersal/benthic, piscivorous/omnivorous",0,0.61,1
Quillback rockfish,Sebastes maliger,2021,Washington,Washington,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,1,1,1,0,Pacific Coast,"ROCKFISH, QUILLBACK",4.05,12.19048,52485.8152,"demersal/benthic, piscivorous/omnivorous",0,0.61,1
Red deepsea crab,Chaceon quinquedens,2023,Northwestern Atlantic,Northwestern Atlantic,New England Fisheries Management Council,NEFMC,Atlantic Deep-Sea Red Crab FMP,Index Method,2,Northeast,0,0,0,0,0,1,New England,"CRAB, RED DEEPSEA",1606.33333,NA,4802514,"demersal/benthic, piscivorous/omnivorous",0,0.09,1
Red drum,Sciaenops ocellatus,2000,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Red Drum FMP,unknown,0,Southeast,0,0,1,0,0,NA,Gulf,"DRUM, RED",16.9166667,8038.833,103160.794,"demersal/benthic, piscivorous/omnivorous",0,1.55,1
Red grouper,Epinephelus morio,2024,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,SS,4,Southeast,0,0,1,0,0,NA,Gulf,"GROUPER, RED",1262.04651,1507.9167,10711082,"reef-associated, piscivorous/omnivorous",0,1.25,1
Red grouper,Epinephelus morio,2017,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,BAM,4,Southeast,1,0,0,0,0,NA,South Atlantic,"GROUPER, RED",85.6666667,185.4583,753467.739,"reef-associated, piscivorous/omnivorous",0,1.25,1
Red hake,Urophycis chuss,2023,Gulf of Maine / Northern Georges Bank,Gulf of Maine / Northern Georges Bank,New England Fisheries Management Council,NEFMC,Small-Mesh Multispecies FMP,Empirical Approach,2,Northeast,0,1,0,0,0,1,New England,"HAKE, RED",435.333333,5.041667,485525.374,"demersal/benthic, piscivorous/omnivorous",0,0.66,1
Red hake,Urophycis chuss,2023,Southern Georges Bank / Mid-Atlantic,Southern Georges Bank / Mid-Atlantic,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,Empirical Approach,2,Northeast,1,1,0,0,0,1,New England,"HAKE, RED",435.333333,5.041667,485525.374,"demersal/benthic, piscivorous/omnivorous",0,0.66,1
Red hind,Epinephelus guttatus,2014,Caribbean,Caribbean,Caribbean Fisheries Management Council,CFMC,Caribbean Reef Fish FMP,Non-Equilibrium Mean Length Estimator,1,Southeast,0,0,0,0,0,NA,South Atlantic,"HIND, RED",3.83333333,2.7222,34537.2529,"reef-associated, piscivorous/omnivorous",0,0.76,1
Red king crab,Paralithodes camtschaticus,2023,Bristol Bay,Bristol Bay,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,GMACS,4,Alaska,0,0,1,0,1,1,Alaska,"
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.22,1
Red king crab,Paralithodes camtschaticus,2024,Norton Sound,Norton Sound,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,GMACS,4,Alaska,0,0,1,0,1,1,Alaska,"
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.22,1
Red king crab,Paralithodes camtschaticus,2022,Pribilof Islands,Pribilof Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,GMACS,4,Alaska,0,0,1,0,1,1,Alaska,"
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.22,1
Red king crab,Paralithodes camtschaticus,2017,Western Aleutian Islands,Western Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Average total catch,1,Alaska,0,0,1,0,1,1,Alaska,"
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.22,1
Red porgy,Pagrus pagrus,2020,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,BAM,4,Southeast,1,0,1,0,0,NA,South Atlantic,"PORGY, RED",47.625,55.16667,264017.97,"benthopelagic, piscivorous/omnivorous",0,0.91,1
Red snapper,Lutjanus campechanus,2021,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,SS,4,Southeast,1,1,1,1,0,0,Gulf,"SNAPPER, RED",1182.20833,4477.042,12321634.3,"reef-associated, piscivorous/omnivorous",0,1,1
Red snapper,Lutjanus campechanus,2021,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,BAM,4,Southeast,1,0,1,0,0,1,South Atlantic,"SNAPPER, RED",48.4782609,636,584482.757,"reef-associated, piscivorous/omnivorous",0,1,1
Redbanded rockfish,Sebastes babcocki,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, REDBANDED",28.5416667,0,51535.0033,"demersal/benthic, piscivorous/omnivorous",0,0.64,1
Redstripe rockfish,Sebastes proriger,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, REDSTRIPE",14.75,0,5254.05616,bathydemersal,0,0.61,1
Rex sole,Glyptocephalus zachirus,2023,Eastern Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,SS,4,Alaska,0,0,1,0,1,,Alaska,"SOLE, REX",3128.25,NA,2535790.87,"demersal/benthic, piscivorous/omnivorous",0,0.6,1
Rex sole,Glyptocephalus zachirus,2023,Western / Central Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,SS,4,Alaska,0,0,1,0,1,,Alaska,"SOLE, REX",3128.25,NA,2535790.87,"demersal/benthic, piscivorous/omnivorous",0,0.6,1
