Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2020,ALASKA,"CRAB, DUNGENESS","11,761,282","5,335","21,560,422",Public,Commercial,Cancer magister,98675,AKFIN
2019,ALASKA,"CRAB, DUNGENESS","7,691,846","3,489","22,849,296",Public,Commercial,Cancer magister,98675,AKFIN
2018,ALASKA,"CRAB, DUNGENESS","5,285,714","2,398","16,100,810",Public,Commercial,Cancer magister,98675,AKFIN
2017,ALASKA,"CRAB, DUNGENESS","2,155,021",978,"6,438,304",Public,Commercial,Cancer magister,98675,AKFIN
2016,ALASKA,"CRAB, DUNGENESS","2,683,698","1,217","8,298,902",Public,Commercial,Cancer magister,98675,AKFIN
2015,ALASKA,"CRAB, DUNGENESS","3,591,365","1,629","10,751,267",Public,Commercial,Cancer magister,98675,AKFIN
2014,ALASKA,"CRAB, DUNGENESS","5,349,054","2,426","16,037,591",Public,Commercial,Cancer magister,98675,AKFIN
2013,ALASKA,"CRAB, DUNGENESS","2,718,705","1,233","6,792,985",Public,Commercial,Cancer magister,98675,AKFIN
2012,ALASKA,"CRAB, DUNGENESS","2,566,050","1,164","6,435,996",Public,Commercial,Cancer magister,98675,AKFIN
2011,ALASKA,"CRAB, DUNGENESS","3,444,375","1,562","7,796,776",Public,Commercial,Cancer magister,98675,AKFIN
2010,ALASKA,"CRAB, DUNGENESS","5,060,477","2,295","8,943,164",Public,Commercial,Cancer magister,98675,AKFIN
2009,ALASKA,"CRAB, DUNGENESS","5,609,887","2,545","9,431,751",Public,Commercial,Cancer magister,98675,AKFIN
2008,ALASKA,"CRAB, DUNGENESS","6,159,230","2,794","13,394,860",Public,Commercial,Cancer magister,98675,AKFIN
2007,ALASKA,"CRAB, DUNGENESS","6,478,304","2,939","13,716,789",Public,Commercial,Cancer magister,98675,AKFIN
2006,ALASKA,"CRAB, DUNGENESS","4,839,517","2,195","6,796,259",Public,Commercial,Cancer magister,98675,AKFINHIST
2005,ALASKA,"CRAB, DUNGENESS","4,988,198","2,263","6,149,084",Public,Commercial,Cancer magister,98675,AKFINHIST
2004,ALASKA,"CRAB, DUNGENESS","5,151,041","2,336","7,451,645",Public,Commercial,Cancer magister,98675,AKFINHIST
2003,ALASKA,"CRAB, DUNGENESS","5,251,663","2,382","7,098,839",Public,Commercial,Cancer magister,98675,AKFINHIST
2002,ALASKA,"CRAB, DUNGENESS","7,849,632","3,561","8,630,818",Public,Commercial,Cancer magister,98675,AKFINHIST
2001,ALASKA,"CRAB, DUNGENESS","4,296,770","1,949","7,537,914",Public,Commercial,Cancer magister,98675,AKFINHIST
2000,ALASKA,"CRAB, DUNGENESS","2,778,547","1,260","4,233,864",Public,Commercial,Cancer magister,98675,AKFINHIST
1999,ALASKA,"CRAB, DUNGENESS","3,932,082","1,784","6,556,229",Public,Commercial,Cancer magister,98675,AKFINHIST
1998,ALASKA,"CRAB, DUNGENESS","2,995,397","1,359","4,451,806",Public,Commercial,Cancer magister,98675,AKFINHIST
1997,ALASKA,"CRAB, DUNGENESS","4,929,183","2,236","10,998,212",Public,Commercial,Cancer magister,98675,AKFINHIST
1996,ALASKA,"CRAB, DUNGENESS","6,053,562","2,746","6,089,392",Public,Commercial,Cancer magister,98675,AKFINHIST
1995,ALASKA,"CRAB, DUNGENESS","5,671,882","2,573","9,385,665",Public,Commercial,Cancer magister,98675,AKFINHIST
1994,ALASKA,"CRAB, DUNGENESS","4,578,381","2,077","5,507,182",Public,Commercial,Cancer magister,98675,AKFINHIST
1993,ALASKA,"CRAB, DUNGENESS","5,078,926","2,304","4,991,650",Public,Commercial,Cancer magister,98675,AKFINHIST
1992,ALASKA,"CRAB, DUNGENESS","6,213,304","2,818","5,448,746",Public,Commercial,Cancer magister,98675,AKFINHIST
1991,ALASKA,"CRAB, DUNGENESS","9,101,213","4,128","12,250,210",Public,Commercial,Cancer magister,98675,AKFINHIST
1990,ALASKA,"CRAB, DUNGENESS","8,141,865","3,693","12,400,531",Public,Commercial,Cancer magister,98675,AKFINHIST
1989,ALASKA,"CRAB, DUNGENESS","7,667,593","3,478","8,456,126",Public,Commercial,Cancer magister,98675,AKFINHIST
1988,ALASKA,"CRAB, DUNGENESS","10,572,491","4,796","10,747,146",Public,Commercial,Cancer magister,98675,AKFINHIST
1987,ALASKA,"CRAB, DUNGENESS","9,378,615","4,254","10,637,312",Public,Commercial,Cancer magister,98675,AKFINHIST
1986,ALASKA,"CRAB, DUNGENESS","5,957,221","2,702","6,256,368",Public,Commercial,Cancer magister,98675,AKFINHIST
1985,ALASKA,"CRAB, DUNGENESS","9,756,087","4,425","12,259,161",Public,Commercial,Cancer magister,98675,AKFINHIST
1984,ALASKA,"CRAB, DUNGENESS","10,330,196","4,686","14,766,676",Public,Commercial,Cancer magister,98675,AKFINHIST
1983,ALASKA,"CRAB, DUNGENESS","11,893,963","5,395","12,117,183",Public,Commercial,Cancer magister,98675,AKFINHIST
1982,ALASKA,"CRAB, DUNGENESS","15,684,960","7,115","11,688,341",Public,Commercial,Cancer magister,98675,AKFINHIST
1981,ALASKA,"CRAB, DUNGENESS","15,036,288","6,820","10,407,642",Public,Commercial,Cancer magister,98675,AKFINHIST
1980,ALASKA,"CRAB, DUNGENESS","5,927,792","2,689","3,139,944",Public,Commercial,Cancer magister,98675,AKFINHIST
1979,ALASKA,"CRAB, DUNGENESS","6,344,683","2,878","4,639,580",Public,Commercial,Cancer magister,98675,AKFINHIST
1978,ALASKA,"CRAB, DUNGENESS","7,186,713","3,260","4,683,747",Public,Commercial,Cancer magister,98675,AKFINHIST
1977,ALASKA,"CRAB, DUNGENESS","1,161,900",527,"435,788",Public,Commercial,Cancer magister,98675,AKFINHIST
1976,ALASKA,"CRAB, DUNGENESS","1,545,600",701,"630,479",Public,Commercial,Cancer magister,98675,AKFINHIST
1975,ALASKA,"CRAB, DUNGENESS","3,033,700","1,376","1,674,440",Public,Commercial,Cancer magister,98675,AKFINHIST
1974,ALASKA,"CRAB, DUNGENESS","3,817,800","1,732","1,972,854",Public,Commercial,Cancer magister,98675,AKFINHIST
1973,ALASKA,"CRAB, DUNGENESS","6,423,100","2,913","3,426,697",Public,Commercial,Cancer magister,98675,AKFINHIST
1972,ALASKA,"CRAB, DUNGENESS","7,540,300","3,420","2,784,259",Public,Commercial,Cancer magister,98675,AKFINHIST
1971,ALASKA,"CRAB, DUNGENESS","3,749,500","1,701","609,924",Public,Commercial,Cancer magister,98675,AKFINHIST
1970,ALASKA,"CRAB, DUNGENESS","9,696,400","4,398","1,414,231",Public,Commercial,Cancer magister,98675,AKFINHIST
1969,ALASKA,"CRAB, DUNGENESS","11,304,200","5,128","1,620,340",Public,Commercial,Cancer magister,98675,AKFINHIST
1968,ALASKA,"CRAB, DUNGENESS","13,247,700","6,009","1,774,738",Public,Commercial,Cancer magister,98675,AKFINHIST
1967,ALASKA,"CRAB, DUNGENESS","11,597,700","5,261","1,507,706",Public,Commercial,Cancer magister,98675,AKFINHIST
1966,ALASKA,"CRAB, DUNGENESS","5,053,500","2,292","606,419",Public,Commercial,Cancer magister,98675,AKFINHIST
1965,ALASKA,"CRAB, DUNGENESS","8,895,300","4,035","999,910",Public,Commercial,Cancer magister,98675,AKFINHIST
1964,ALASKA,"CRAB, DUNGENESS","12,708,500","5,765","1,465,440",Public,Commercial,Cancer magister,98675,AKFINHIST
1963,ALASKA,"CRAB, DUNGENESS","12,084,100","5,481","1,357,540",Public,Commercial,Cancer magister,98675,AKFINHIST
1962,ALASKA,"CRAB, DUNGENESS","8,989,500","4,078","1,001,450",Public,Commercial,Cancer magister,98675,AKFINHIST
1961,ALASKA,"CRAB, DUNGENESS","4,591,500","2,083","442,200",Public,Commercial,Cancer magister,98675,AKFINHIST
1960,ALASKA,"CRAB, DUNGENESS","4,733,272","2,147","378,661",Public,Commercial,Cancer magister,98675,AKFINHIST
1959,ALASKA,"CRAB, DUNGENESS","3,999,344","1,814","325,638",Public,Commercial,Cancer magister,98675,AKFINHIST
1958,ALASKA,"CRAB, DUNGENESS","1,746,999",792,"131,025",Public,Commercial,Cancer magister,98675,AKFINHIST
1957,ALASKA,"CRAB, DUNGENESS","551,841",250,"27,592",Public,Commercial,Cancer magister,98675,AKFINHIST
1956,ALASKA,"CRAB, DUNGENESS","2,446,122","1,110","211,844",Public,Commercial,Cancer magister,98675,AKFINHIST
1955,ALASKA,"CRAB, DUNGENESS","4,384,043","1,989","374,567",Public,Commercial,Cancer magister,98675,AKFINHIST
1954,ALASKA,"CRAB, DUNGENESS","2,739,383","1,243","246,146",Public,Commercial,Cancer magister,98675,AKFINHIST
1953,ALASKA,"CRAB, DUNGENESS","3,471,806","1,575","312,463",Public,Commercial,Cancer magister,98675,AKFINHIST
1952,ALASKA,"CRAB, DUNGENESS","3,749,412","1,701","331,433",Public,Commercial,Cancer magister,98675,AKFINHIST
1951,ALASKA,"CRAB, DUNGENESS","5,482,416","2,487","478,387",Public,Commercial,Cancer magister,98675,AKFINHIST
1950,ALASKA,"CRAB, DUNGENESS","4,119,425","1,869","277,382",Public,Commercial,Cancer magister,98675,AKFINHIST
2023,ALASKA,"CRAB, KING **","9,102,922","4,129","95,733,985",Public,Commercial,Paralithodes,97934,AKFIN
2022,ALASKA,"CRAB, KING **","4,526,178","2,053","46,627,607",Public,Commercial,Paralithodes,97934,AKFIN
2021,ALASKA,"CRAB, KING **","6,029,355","2,735","75,015,671",Public,Commercial,Paralithodes,97934,AKFIN
2020,ALASKA,"CRAB, KING **","8,509,109","3,860","72,436,633",Public,Commercial,Paralithodes,97934,AKFIN
2019,ALASKA,"CRAB, KING **","10,816,176","4,906","67,553,895",Public,Commercial,Paralithodes,97934,AKFIN
2018,ALASKA,"CRAB, KING **","11,169,792","5,067","82,103,813",Public,Commercial,Paralithodes,97934,AKFIN
2017,ALASKA,"CRAB, KING **","12,890,338","5,847","89,537,303",Public,Commercial,Paralithodes,97934,AKFIN
2016,ALASKA,"CRAB, KING **","14,578,841","6,613","104,600,500",Public,Commercial,Paralithodes,97934,AKFIN
2015,ALASKA,"CRAB, KING **","16,296,362","7,392","107,904,204",Public,Commercial,Paralithodes,97934,AKFIN
2014,ALASKA,"CRAB, KING **","16,654,062","7,554","85,535,158",Public,Commercial,Paralithodes,97934,AKFIN
2013,ALASKA,"CRAB, KING **","15,433,171","7,000","82,869,603",Public,Commercial,Paralithodes,97934,AKFIN
2012,ALASKA,"CRAB, KING **","16,356,921","7,419","99,888,197",Public,Commercial,Paralithodes,97934,AKFIN
2011,ALASKA,"CRAB, KING **","16,996,850","7,710","129,286,557",Public,Commercial,Paralithodes,97934,AKFIN
2010,ALASKA,"CRAB, KING **","24,041,460","10,905","146,094,913",Public,Commercial,Paralithodes,97934,AKFIN
2009,ALASKA,"CRAB, KING **","22,390,526","10,156","88,591,627",Public,Commercial,Paralithodes,97934,AKFIN
2008,ALASKA,"CRAB, KING **","27,217,618","12,346","122,777,943",Public,Commercial,Paralithodes,97934,AKFIN
2007,ALASKA,"CRAB, KING **","25,938,834","11,766","100,153,044",Public,Commercial,Paralithodes,97934,AKFIN
2006,ALASKA,"CRAB, KING **","21,641,434","9,816","67,060,076",Public,Commercial,Paralithodes,97934,AKFINHIST
2005,ALASKA,"CRAB, KING **","23,938,929","10,859","91,042,174",Public,Commercial,Paralithodes,97934,AKFINHIST
2004,ALASKA,"CRAB, KING **","22,074,076","10,013","93,597,078",Public,Commercial,Paralithodes,97934,AKFINHIST
2003,ALASKA,"CRAB, KING **","22,886,056","10,381","105,454,503",Public,Commercial,Paralithodes,97934,AKFINHIST
2002,ALASKA,"CRAB, KING **","16,790,529","7,616","84,753,384",Public,Commercial,Paralithodes,97934,AKFINHIST
2001,ALASKA,"CRAB, KING **","16,051,074","7,281","65,556,283",Public,Commercial,Paralithodes,97934,AKFINHIST
2000,ALASKA,"CRAB, KING **","15,096,884","6,848","61,638,849",Public,Commercial,Paralithodes,97934,AKFINHIST
1999,ALASKA,"CRAB, KING **","16,919,447","7,675","88,073,619",Public,Commercial,Paralithodes,97934,AKFINHIST
1998,ALASKA,"CRAB, KING **","23,722,639","10,761","56,212,077",Public,Commercial,Paralithodes,97934,AKFINHIST
1997,ALASKA,"CRAB, KING **","20,665,121","9,374","57,672,941",Public,Commercial,Paralithodes,97934,AKFINHIST
1996,ALASKA,"CRAB, KING **","21,306,441","9,665","64,820,705",Public,Commercial,Paralithodes,97934,AKFINHIST
1995,ALASKA,"CRAB, KING **","14,287,223","6,481","41,305,911",Public,Commercial,Paralithodes,97934,AKFINHIST
1994,ALASKA,"CRAB, KING **","12,966,229","5,881","57,141,985",Public,Commercial,Paralithodes,97934,AKFINHIST
1993,ALASKA,"CRAB, KING **","26,963,626","12,231","91,660,530",Public,Commercial,Paralithodes,97934,AKFINHIST
1992,ALASKA,"CRAB, KING **","19,251,865","8,733","71,577,009",Public,Commercial,Paralithodes,97934,AKFINHIST
1991,ALASKA,"CRAB, KING **","27,983,835","12,693","86,597,555",Public,Commercial,Paralithodes,97934,AKFINHIST
1990,ALASKA,"CRAB, KING **","34,109,272","15,472","148,205,877",Public,Commercial,Paralithodes,97934,AKFINHIST
1989,ALASKA,"CRAB, KING **","24,464,842","11,097","97,806,829",Public,Commercial,Paralithodes,97934,AKFINHIST
1988,ALASKA,"CRAB, KING **","20,988,031","9,520","84,478,800",Public,Commercial,Paralithodes,97934,AKFINHIST
1987,ALASKA,"CRAB, KING **","30,439,880","13,807","99,009,063",Public,Commercial,Paralithodes,97934,AKFINHIST
1986,ALASKA,"CRAB, KING **","27,798,948","12,610","92,312,548",Public,Commercial,Paralithodes,97934,AKFINHIST
1985,ALASKA,"CRAB, KING **","16,093,202","7,300","33,588,770",Public,Commercial,Paralithodes,97934,AKFINHIST
1984,ALASKA,"CRAB, KING **","18,602,572","8,438","43,637,534",Public,Commercial,Paralithodes,97934,AKFINHIST
1983,ALASKA,"CRAB, KING **","26,848,652","12,178","74,909,840",Public,Commercial,Paralithodes,97934,AKFINHIST
1982,ALASKA,"CRAB, KING **","39,702,384","18,009","106,488,520",Public,Commercial,Paralithodes,97934,AKFINHIST
1981,ALASKA,"CRAB, KING **","88,572,013","40,176","123,058,872",Public,Commercial,Paralithodes,97934,AKFINHIST
1980,ALASKA,"CRAB, KING **","185,325,374","84,063","174,339,680",Public,Commercial,Paralithodes,97934,AKFINHIST
1979,ALASKA,"CRAB, KING **","149,658,089","67,884","148,853,181",Public,Commercial,Paralithodes,97934,AKFINHIST
1978,ALASKA,"CRAB, KING **","121,281,370","55,013","155,873,143",Public,Commercial,Paralithodes,97934,AKFINHIST
1977,ALASKA,"CRAB, KING **","98,398,600","44,633","102,028,717",Public,Commercial,Paralithodes,97934,AKFINHIST
1976,ALASKA,"CRAB, KING **","105,899,200","48,036","68,688,972",Public,Commercial,Paralithodes,97934,AKFINHIST
1975,ALASKA,"CRAB, KING **","97,626,600","44,283","38,251,448",Public,Commercial,Paralithodes,97934,AKFINHIST
1974,ALASKA,"CRAB, KING **","95,213,800","43,189","39,153,941",Public,Commercial,Paralithodes,97934,AKFINHIST
1973,ALASKA,"CRAB, KING **","76,824,100","34,847","47,702,211",Public,Commercial,Paralithodes,97934,AKFINHIST
1972,ALASKA,"CRAB, KING **","94,244,700","42,749","31,839,526",Public,Commercial,Paralithodes,97934,AKFINHIST
1971,ALASKA,"CRAB, KING **","70,703,100","32,071","19,077,253",Public,Commercial,Paralithodes,97934,AKFINHIST
1970,ALASKA,"CRAB, KING **","52,061,000","23,615","13,189,672",Public,Commercial,Paralithodes,97934,AKFINHIST
1969,ALASKA,"CRAB, KING **","57,729,800","26,186","15,643,768",Public,Commercial,Paralithodes,97934,AKFINHIST
1968,ALASKA,"CRAB, KING **","82,035,500","37,211","21,878,135",Public,Commercial,Paralithodes,97934,AKFINHIST
1967,ALASKA,"CRAB, KING **","127,715,900","57,932","14,969,768",Public,Commercial,Paralithodes,97934,AKFINHIST
1966,ALASKA,"CRAB, KING **","159,201,700","72,213","15,670,485",Public,Commercial,Paralithodes,97934,AKFINHIST
1965,ALASKA,"CRAB, KING **","131,670,700","59,725","12,729,360",Public,Commercial,Paralithodes,97934,AKFINHIST
1964,ALASKA,"CRAB, KING **","86,720,700","39,336","8,186,190",Public,Commercial,Paralithodes,97934,AKFINHIST
1963,ALASKA,"CRAB, KING **","78,740,300","35,716","7,607,360",Public,Commercial,Paralithodes,97934,AKFINHIST
1962,ALASKA,"CRAB, KING **","52,782,200","23,942","5,278,210",Public,Commercial,Paralithodes,97934,AKFINHIST
1961,ALASKA,"CRAB, KING **","43,411,600","19,691","3,913,700",Public,Commercial,Paralithodes,97934,AKFINHIST
1960,ALASKA,"CRAB, KING **","28,570,016","12,959","2,286,136",Public,Commercial,Paralithodes,97934,AKFINHIST
1959,ALASKA,"CRAB, KING **","18,839,470","8,546","1,477,980",Public,Commercial,Paralithodes,97934,AKFINHIST
1958,ALASKA,"CRAB, KING **","11,211,554","5,086","896,924",Public,Commercial,Paralithodes,97934,AKFINHIST
1957,ALASKA,"CRAB, KING **","12,488,131","5,665","999,050",Public,Commercial,Paralithodes,97934,AKFINHIST
1956,ALASKA,"CRAB, KING **","8,796,022","3,990","864,065",Public,Commercial,Paralithodes,97934,AKFINHIST
1955,ALASKA,"CRAB, KING **","8,162,920","3,703","808,654",Public,Commercial,Paralithodes,97934,AKFINHIST
1954,ALASKA,"CRAB, KING **","8,871,070","4,024","880,465",Public,Commercial,Paralithodes,97934,AKFINHIST
1953,ALASKA,"CRAB, KING **","4,613,209","2,093","547,431",Public,Commercial,Paralithodes,97934,AKFINHIST
1952,ALASKA,"CRAB, KING **","2,772,833","1,258","388,197",Public,Commercial,Paralithodes,97934,AKFINHIST
1951,ALASKA,"CRAB, KING **","1,993,912",904,"227,622",Public,Commercial,Paralithodes,97934,AKFINHIST
1950,ALASKA,"CRAB, KING **","1,519,249",689,"91,155",Public,Commercial,Paralithodes,97934,AKFINHIST
2022,ALASKA,"CRAB, SNOW","5,476,142","2,484","39,184,752",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2021,ALASKA,"CRAB, SNOW","44,135,849","20,020","219,165,813",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2020,ALASKA,"CRAB, SNOW","33,606,698","15,244","132,287,850",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2019,ALASKA,"CRAB, SNOW","27,260,061","12,365","82,266,758",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2018,ALASKA,"CRAB, SNOW","18,839,294","8,545","71,239,438",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2017,ALASKA,"CRAB, SNOW","21,319,734","9,671","69,063,942",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2016,ALASKA,"CRAB, SNOW","39,573,607","17,950","79,923,729",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2015,ALASKA,"CRAB, SNOW","60,911,842","27,629","124,614,335",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2014,ALASKA,"CRAB, SNOW","53,796,368","24,402","115,365,728",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2013,ALASKA,"CRAB, SNOW","65,487,422","29,705","132,369,655",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2012,ALASKA,"CRAB, SNOW","88,225,773","40,019","190,433,965",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2011,ALASKA,"CRAB, SNOW","54,049,614","24,517","137,252,235",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2010,ALASKA,"CRAB, SNOW","47,839,212","21,700","62,507,867",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2009,ALASKA,"CRAB, SNOW","58,089,302","26,349","81,137,926",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2008,ALASKA,"CRAB, SNOW","62,442,257","28,324","106,296,177",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2007,ALASKA,"CRAB, SNOW","34,124,621","15,479","54,648,880",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2006,ALASKA,"CRAB, SNOW","38,019,384","17,245","30,453,809",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2005,ALASKA,"CRAB, SNOW","24,864,785","11,279","42,760,967",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2004,ALASKA,"CRAB, SNOW","23,687,517","10,745","48,635,717",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2003,ALASKA,"CRAB, SNOW","27,510,643","12,479","50,423,551",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2002,ALASKA,"CRAB, SNOW","31,936,016","14,486","43,976,897",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2001,ALASKA,"CRAB, SNOW","24,792,145","11,246","38,319,216",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2000,ALASKA,"CRAB, SNOW","32,810,551","14,883","60,535,468",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1999,ALASKA,"CRAB, SNOW","182,997,046","83,007","161,037,400",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1998,ALASKA,"CRAB, SNOW","240,433,650","109,060","135,847,412",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1997,ALASKA,"CRAB, SNOW","117,179,683","53,152","92,337,590",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1996,ALASKA,"CRAB, SNOW","64,363,158","29,195","87,949,038",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1995,ALASKA,"CRAB, SNOW","74,005,359","33,569","174,488,599",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1994,ALASKA,"CRAB, SNOW","147,992,955","67,129","199,346,511",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1993,ALASKA,"CRAB, SNOW","229,213,048","103,970","173,055,858",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1992,ALASKA,"CRAB, SNOW","312,976,182","141,965","160,164,650",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1991,ALASKA,"CRAB, SNOW","325,183,233","147,502","164,468,126",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1990,ALASKA,"CRAB, SNOW","160,024,686","72,587","100,015,433",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1989,ALASKA,"CRAB, SNOW","147,645,204","66,971","117,968,365",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1988,ALASKA,"CRAB, SNOW","130,817,707","59,339","109,232,789",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1987,ALASKA,"CRAB, SNOW","100,924,939","45,779","74,886,305",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1986,ALASKA,"CRAB, SNOW","96,582,736","43,810","52,830,757",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1985,ALASKA,"CRAB, SNOW","64,952,252","29,462","22,089,480",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1984,ALASKA,"CRAB, SNOW","26,014,330","11,800","7,804,299",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1983,ALASKA,"CRAB, SNOW","24,810,124","11,254","9,217,997",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1982,ALASKA,"CRAB, SNOW","28,328,870","12,850","17,067,382",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1981,ALASKA,"CRAB, SNOW","41,859,644","18,987","11,050,946",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1968,ALASKA,"CRAB, SNOW","3,246,800","1,473","323,590",Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1980,ALASKA,"CRAB, SNOW/TANNER **","121,688,971","55,198","62,612,350",Public,Commercial,Chionoecetes,98427,AKFINHIST
1979,ALASKA,"CRAB, SNOW/TANNER **","130,526,470","59,206","71,883,445",Public,Commercial,Chionoecetes,98427,AKFINHIST
1978,ALASKA,"CRAB, SNOW/TANNER **","129,413,338","58,702","56,642,206",Public,Commercial,Chionoecetes,98427,AKFINHIST
1977,ALASKA,"CRAB, SNOW/TANNER **","98,463,600","44,663","35,466,112",Public,Commercial,Chionoecetes,98427,AKFINHIST
1976,ALASKA,"CRAB, SNOW/TANNER **","80,771,000","36,637","16,166,215",Public,Commercial,Chionoecetes,98427,AKFINHIST
